1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4.00E+00,9.00E+00,4.00E+00,7.00E+00,6.00E+00,6.00E+00,8.00E+00,8.00E+00,5.00E+00,7.00E+00,5.00E+00,7.00E+00,2.00E+00,8.00E+00,7.00E+00,1.00E+01,-1.00E+00
5.00E+00,7.00E+00,6.00E+00,5.00E+00,6.00E+00,8.00E+00,9.00E+00,7.00E+00,3.00E+00,8.00E+00,4.00E+00,6.00E+00,5.00E+00,7.00E+00,7.00E+00,9.00E+00,-1.00E+00
3.00E+00,5.00E+00,4.00E+00,7.00E+00,1.00E+00,7.00E+00,1.40E+01,0.00E+00,6.00E+00,7.00E+00,1.10E+01,8.00E+00,0.00E+00,8.00E+00,0.00E+00,8.00E+00,-1.00E+00
2.00E+00,7.00E+00,3.00E+00,5.00E+00,3.00E+00,9.00E+00,7.00E+00,1.00E+00,5.00E+00,1.00E+01,4.00E+00,7.00E+00,0.00E+00,7.00E+00,1.00E+00,6.00E+00,-1.00E+00
2.00E+00,1.10E+01,2.00E+00,8.00E+00,2.00E+00,8.00E+00,7.00E+00,0.00E+00,8.00E+00,7.00E+00,6.00E+00,7.00E+00,0.00E+00,8.00E+00,3.00E+00,7.00E+00,-1.00E+00
2.00E+00,4.00E+00,4.00E+00,3.00E+00,2.00E+00,8.00E+00,2.00E+00,2.00E+00,2.00E+00,7.00E+00,2.00E+00,8.00E+00,2.00E+00,6.00E+00,2.00E+00,7.00E+00,-1.00E+00
4.00E+00,8.00E+00,5.00E+00,6.00E+00,4.00E+00,6.00E+00,8.00E+00,2.00E+00,8.00E+00,1.10E+01,7.00E+00,9.00E+00,2.00E+00,8.00E+00,5.00E+00,7.00E+00,-1.00E+00
9.00E+00,1.50E+01,8.00E+00,9.00E+00,4.00E+00,1.10E+01,2.00E+00,4.00E+00,5.00E+00,1.10E+01,2.00E+00,1.00E+01,3.00E+00,6.00E+00,5.00E+00,1.20E+01,-1.00E+00
3.00E+00,7.00E+00,4.00E+00,5.00E+00,4.00E+00,9.00E+00,5.00E+00,6.00E+00,5.00E+00,7.00E+00,8.00E+00,8.00E+00,3.00E+00,9.00E+00,7.00E+00,4.00E+00,-1.00E+00
3.00E+00,9.00E+00,4.00E+00,6.00E+00,2.00E+00,9.00E+00,1.30E+01,0.00E+00,6.00E+00,6.00E+00,1.00E+01,8.00E+00,0.00E+00,8.00E+00,0.00E+00,8.00E+00,-1.00E+00
1.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,8.00E+00,8.00E+00,4.00E+00,6.00E+00,5.00E+00,6.00E+00,7.00E+00,0.00E+00,8.00E+00,7.00E+00,8.00E+00,-1.00E+00
2.00E+00,3.00E+00,4.00E+00,4.00E+00,1.00E+00,8.00E+00,8.00E+00,4.00E+00,2.00E+00,6.00E+00,1.30E+01,8.00E+00,3.00E+00,1.00E+01,0.00E+00,8.00E+00,-1.00E+00
3.00E+00,5.00E+00,6.00E+00,3.00E+00,3.00E+00,7.00E+00,6.00E+00,2.00E+00,8.00E+00,1.10E+01,6.00E+00,1.00E+01,2.00E+00,8.00E+00,4.00E+00,9.00E+00,-1.00E+00
3.00E+00,5.00E+00,5.00E+00,6.00E+00,4.00E+00,1.10E+01,5.00E+00,3.00E+00,2.00E+00,8.00E+00,4.00E+00,9.00E+00,4.00E+00,8.00E+00,5.00E+00,1.10E+01,-1.00E+00
2.00E+00,1.00E+00,3.00E+00,2.00E+00,1.00E+00,7.00E+00,7.00E+00,7.00E+00,6.00E+00,7.00E+00,6.00E+00,8.00E+00,2.00E+00,8.00E+00,3.00E+00,8.00E+00,-1.00E+00
5.00E+00,6.00E+00,7.00E+00,6.00E+00,7.00E+00,7.00E+00,8.00E+00,6.00E+00,5.00E+00,7.00E+00,6.00E+00,7.00E+00,6.00E+00,9.00E+00,7.00E+00,1.00E+01,-1.00E+00
3.00E+00,4.00E+00,4.00E+00,3.00E+00,2.00E+00,6.00E+00,1.00E+01,2.00E+00,8.00E+00,1.10E+01,9.00E+00,5.00E+00,1.00E+00,1.00E+01,3.00E+00,4.00E+00,-1.00E+00
6.00E+00,6.00E+00,5.00E+00,9.00E+00,4.00E+00,7.00E+00,8.00E+00,4.00E+00,2.00E+00,1.10E+01,7.00E+00,7.00E+00,3.00E+00,9.00E+00,1.00E+01,6.00E+00,1.00E+00
3.00E+00,4.00E+00,4.00E+00,3.00E+00,1.00E+00,5.00E+00,9.00E+00,5.00E+00,7.00E+00,1.20E+01,9.00E+00,1.10E+01,1.00E+00,1.00E+01,3.00E+00,7.00E+00,-1.00E+00
5.00E+00,1.00E+01,6.00E+00,8.00E+00,5.00E+00,7.00E+00,8.00E+00,8.00E+00,5.00E+00,1.00E+01,8.00E+00,8.00E+00,3.00E+00,8.00E+00,3.00E+00,8.00E+00,-1.00E+00
2.00E+00,6.00E+00,4.00E+00,4.00E+00,1.00E+00,8.00E+00,8.00E+00,4.00E+00,2.00E+00,6.00E+00,1.30E+01,8.00E+00,3.00E+00,1.00E+01,0.00E+00,8.00E+00,-1.00E+00
6.00E+00,1.10E+01,8.00E+00,8.00E+00,5.00E+00,7.00E+00,1.10E+01,6.00E+00,4.00E+00,1.20E+01,5.00E+00,2.00E+00,1.00E+00,1.10E+01,4.00E+00,9.00E+00,-1.00E+00
6.00E+00,1.10E+01,6.00E+00,6.00E+00,3.00E+00,6.00E+00,5.00E+00,4.00E+00,5.00E+00,6.00E+00,8.00E+00,8.00E+00,5.00E+00,7.00E+00,2.00E+00,8.00E+00,-1.00E+00
2.00E+00,3.00E+00,2.00E+00,2.00E+00,1.00E+00,4.00E+00,1.10E+01,2.00E+00,6.00E+00,1.10E+01,1.00E+01,5.00E+00,1.00E+00,1.00E+01,1.00E+00,5.00E+00,-1.00E+00
4.00E+00,1.00E+01,5.00E+00,7.00E+00,3.00E+00,5.00E+00,1.00E+01,9.00E+00,4.00E+00,7.00E+00,4.00E+00,8.00E+00,3.00E+00,7.00E+00,6.00E+00,1.10E+01,-1.00E+00
5.00E+00,7.00E+00,7.00E+00,6.00E+00,7.00E+00,8.00E+00,6.00E+00,5.00E+00,5.00E+00,7.00E+00,6.00E+00,8.00E+00,7.00E+00,1.00E+01,6.00E+00,7.00E+00,-1.00E+00
2.00E+00,7.00E+00,3.00E+00,5.00E+00,2.00E+00,8.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,8.00E+00,2.00E+00,9.00E+00,9.00E+00,8.00E+00,-1.00E+00
7.00E+00,9.00E+00,8.00E+00,4.00E+00,3.00E+00,9.00E+00,6.00E+00,4.00E+00,4.00E+00,1.30E+01,2.00E+00,7.00E+00,6.00E+00,8.00E+00,0.00E+00,7.00E+00,-1.00E+00
2.00E+00,5.00E+00,4.00E+00,4.00E+00,3.00E+00,8.00E+00,8.00E+00,3.00E+00,5.00E+00,1.00E+01,6.00E+00,6.00E+00,3.00E+00,7.00E+00,5.00E+00,9.00E+00,-1.00E+00
2.00E+00,3.00E+00,4.00E+00,2.00E+00,2.00E+00,7.00E+00,9.00E+00,2.00E+00,6.00E+00,1.30E+01,6.00E+00,5.00E+00,2.00E+00,9.00E+00,2.00E+00,7.00E+00,-1.00E+00
3.00E+00,2.00E+00,4.00E+00,3.00E+00,2.00E+00,7.00E+00,1.20E+01,2.00E+00,7.00E+00,7.00E+00,1.10E+01,8.00E+00,1.00E+00,1.10E+01,1.00E+00,7.00E+00,-1.00E+00
2.00E+00,4.00E+00,3.00E+00,3.00E+00,2.00E+00,8.00E+00,7.00E+00,3.00E+00,5.00E+00,9.00E+00,6.00E+00,6.00E+00,2.00E+00,8.00E+00,5.00E+00,9.00E+00,-1.00E+00
5.00E+00,8.00E+00,8.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,2.00E+00,4.00E+00,7.00E+00,3.00E+00,8.00E+00,6.00E+00,4.00E+00,8.00E+00,1.10E+01,-1.00E+00
6.00E+00,1.10E+01,5.00E+00,6.00E+00,3.00E+00,7.00E+00,9.00E+00,2.00E+00,6.00E+00,1.10E+01,6.00E+00,5.00E+00,2.00E+00,1.00E+01,5.00E+00,6.00E+00,-1.00E+00
3.00E+00,9.00E+00,5.00E+00,6.00E+00,3.00E+00,7.00E+00,1.20E+01,2.00E+00,8.00E+00,7.00E+00,1.20E+01,8.00E+00,1.00E+00,1.10E+01,1.00E+00,8.00E+00,-1.00E+00
3.00E+00,5.00E+00,6.00E+00,4.00E+00,3.00E+00,7.00E+00,1.00E+01,4.00E+00,4.00E+00,1.20E+01,4.00E+00,3.00E+00,1.00E+00,1.00E+01,3.00E+00,8.00E+00,-1.00E+00
5.00E+00,1.10E+01,7.00E+00,8.00E+00,6.00E+00,7.00E+00,1.10E+01,2.00E+00,7.00E+00,7.00E+00,1.10E+01,8.00E+00,2.00E+00,1.20E+01,1.00E+00,8.00E+00,-1.00E+00
2.00E+00,1.00E+00,2.00E+00,2.00E+00,1.00E+00,8.00E+00,7.00E+00,7.00E+00,4.00E+00,7.00E+00,6.00E+00,8.00E+00,2.00E+00,8.00E+00,3.00E+00,8.00E+00,-1.00E+00
3.00E+00,5.00E+00,3.00E+00,4.00E+00,2.00E+00,5.00E+00,1.00E+01,4.00E+00,5.00E+00,1.00E+01,9.00E+00,5.00E+00,1.00E+00,1.00E+01,3.00E+00,7.00E+00,-1.00E+00
3.00E+00,7.00E+00,3.00E+00,5.00E+00,3.00E+00,6.00E+00,1.00E+01,8.00E+00,4.00E+00,7.00E+00,3.00E+00,9.00E+00,2.00E+00,6.00E+00,4.00E+00,1.00E+01,-1.00E+00
2.00E+00,9.00E+00,4.00E+00,6.00E+00,4.00E+00,1.00E+01,7.00E+00,3.00E+00,3.00E+00,9.00E+00,3.00E+00,6.00E+00,2.00E+00,7.00E+00,7.00E+00,7.00E+00,-1.00E+00
9.00E+00,1.30E+01,9.00E+00,7.00E+00,5.00E+00,5.00E+00,9.00E+00,2.00E+00,2.00E+00,7.00E+00,1.00E+01,8.00E+00,1.00E+01,1.20E+01,1.00E+00,6.00E+00,-1.00E+00
4.00E+00,8.00E+00,7.00E+00,6.00E+00,3.00E+00,7.00E+00,7.00E+00,1.00E+00,8.00E+00,1.00E+01,7.00E+00,9.00E+00,3.00E+00,8.00E+00,3.00E+00,7.00E+00,-1.00E+00
3.00E+00,7.00E+00,4.00E+00,5.00E+00,2.00E+00,6.00E+00,1.40E+01,1.00E+00,5.00E+00,8.00E+00,1.00E+01,7.00E+00,0.00E+00,8.00E+00,0.00E+00,8.00E+00,-1.00E+00
3.00E+00,1.10E+01,4.00E+00,8.00E+00,3.00E+00,1.00E+00,1.30E+01,4.00E+00,4.00E+00,1.20E+01,1.00E+01,7.00E+00,0.00E+00,8.00E+00,2.00E+00,6.00E+00,-1.00E+00
8.00E+00,1.50E+01,7.00E+00,8.00E+00,4.00E+00,7.00E+00,9.00E+00,4.00E+00,7.00E+00,4.00E+00,4.00E+00,9.00E+00,5.00E+00,8.00E+00,2.00E+00,8.00E+00,-1.00E+00
3.00E+00,6.00E+00,4.00E+00,4.00E+00,2.00E+00,4.00E+00,9.00E+00,6.00E+00,7.00E+00,1.20E+01,9.00E+00,1.00E+01,2.00E+00,1.00E+01,3.00E+00,7.00E+00,-1.00E+00
3.00E+00,8.00E+00,4.00E+00,6.00E+00,2.00E+00,7.00E+00,7.00E+00,4.00E+00,1.40E+01,9.00E+00,6.00E+00,8.00E+00,0.00E+00,8.00E+00,8.00E+00,8.00E+00,1.00E+00
4.00E+00,8.00E+00,5.00E+00,6.00E+00,4.00E+00,6.00E+00,6.00E+00,8.00E+00,7.00E+00,6.00E+00,6.00E+00,7.00E+00,2.00E+00,8.00E+00,9.00E+00,1.00E+01,-1.00E+00
6.00E+00,9.00E+00,9.00E+00,7.00E+00,6.00E+00,6.00E+00,1.30E+01,7.00E+00,2.00E+00,1.20E+01,5.00E+00,2.00E+00,1.00E+00,1.10E+01,4.00E+00,8.00E+00,-1.00E+00
4.00E+00,8.00E+00,6.00E+00,6.00E+00,4.00E+00,8.00E+00,7.00E+00,6.00E+00,6.00E+00,9.00E+00,5.00E+00,7.00E+00,3.00E+00,8.00E+00,5.00E+00,1.10E+01,-1.00E+00
2.00E+00,4.00E+00,4.00E+00,3.00E+00,2.00E+00,7.00E+00,9.00E+00,2.00E+00,6.00E+00,1.30E+01,6.00E+00,6.00E+00,1.00E+00,9.00E+00,2.00E+00,8.00E+00,-1.00E+00
6.00E+00,1.10E+01,6.00E+00,8.00E+00,3.00E+00,4.00E+00,9.00E+00,9.00E+00,2.00E+00,7.00E+00,3.00E+00,1.10E+01,4.00E+00,8.00E+00,2.00E+00,1.10E+01,-1.00E+00
4.00E+00,8.00E+00,5.00E+00,6.00E+00,3.00E+00,7.00E+00,6.00E+00,8.00E+00,5.00E+00,7.00E+00,5.00E+00,8.00E+00,3.00E+00,8.00E+00,3.00E+00,8.00E+00,-1.00E+00
6.00E+00,1.00E+01,6.00E+00,7.00E+00,4.00E+00,4.00E+00,1.20E+01,1.00E+00,2.00E+00,8.00E+00,1.00E+01,7.00E+00,6.00E+00,1.20E+01,2.00E+00,7.00E+00,-1.00E+00
4.00E+00,7.00E+00,6.00E+00,5.00E+00,4.00E+00,7.00E+00,8.00E+00,2.00E+00,7.00E+00,1.10E+01,6.00E+00,9.00E+00,3.00E+00,8.00E+00,4.00E+00,9.00E+00,-1.00E+00
5.00E+00,1.10E+01,6.00E+00,8.00E+00,5.00E+00,9.00E+00,7.00E+00,5.00E+00,7.00E+00,1.00E+01,4.00E+00,5.00E+00,3.00E+00,8.00E+00,3.00E+00,8.00E+00,-1.00E+00
9.00E+00,1.50E+01,8.00E+00,8.00E+00,4.00E+00,9.00E+00,2.00E+00,4.00E+00,5.00E+00,1.20E+01,4.00E+00,1.30E+01,2.00E+00,7.00E+00,6.00E+00,8.00E+00,-1.00E+00
4.00E+00,8.00E+00,6.00E+00,6.00E+00,5.00E+00,6.00E+00,8.00E+00,5.00E+00,6.00E+00,6.00E+00,5.00E+00,7.00E+00,3.00E+00,7.00E+00,5.00E+00,8.00E+00,-1.00E+00
5.00E+00,7.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,9.00E+00,3.00E+00,3.00E+00,9.00E+00,7.00E+00,7.00E+00,6.00E+00,1.10E+01,3.00E+00,6.00E+00,-1.00E+00
2.00E+00,3.00E+00,4.00E+00,2.00E+00,2.00E+00,9.00E+00,7.00E+00,2.00E+00,5.00E+00,1.00E+01,5.00E+00,6.00E+00,2.00E+00,8.00E+00,4.00E+00,9.00E+00,-1.00E+00
6.00E+00,1.20E+01,4.00E+00,6.00E+00,2.00E+00,5.00E+00,1.00E+01,5.00E+00,8.00E+00,1.10E+01,8.00E+00,9.00E+00,2.00E+00,8.00E+00,5.00E+00,8.00E+00,-1.00E+00
4.00E+00,1.00E+01,4.00E+00,8.00E+00,1.00E+00,0.00E+00,0.00E+00,6.00E+00,6.00E+00,0.00E+00,0.00E+00,5.00E+00,0.00E+00,8.00E+00,0.00E+00,8.00E+00,-1.00E+00
3.00E+00,5.00E+00,4.00E+00,4.00E+00,3.00E+00,5.00E+00,1.00E+01,4.00E+00,4.00E+00,1.00E+01,8.00E+00,4.00E+00,1.00E+00,1.00E+01,3.00E+00,7.00E+00,-1.00E+00
5.00E+00,1.00E+01,7.00E+00,9.00E+00,8.00E+00,7.00E+00,7.00E+00,6.00E+00,4.00E+00,7.00E+00,6.00E+00,8.00E+00,7.00E+00,1.00E+01,8.00E+00,1.10E+01,-1.00E+00
4.00E+00,4.00E+00,6.00E+00,6.00E+00,1.00E+00,7.00E+00,1.00E+01,3.00E+00,2.00E+00,7.00E+00,1.30E+01,8.00E+00,2.00E+00,1.10E+01,0.00E+00,8.00E+00,-1.00E+00
1.00E+00,1.00E+00,2.00E+00,1.00E+00,0.00E+00,8.00E+00,7.00E+00,4.00E+00,7.00E+00,5.00E+00,6.00E+00,7.00E+00,0.00E+00,8.00E+00,7.00E+00,8.00E+00,-1.00E+00
6.00E+00,1.40E+01,6.00E+00,8.00E+00,4.00E+00,8.00E+00,4.00E+00,3.00E+00,4.00E+00,1.20E+01,8.00E+00,1.10E+01,4.00E+00,9.00E+00,6.00E+00,1.00E+01,-1.00E+00
6.00E+00,1.00E+01,9.00E+00,7.00E+00,7.00E+00,8.00E+00,7.00E+00,5.00E+00,6.00E+00,9.00E+00,5.00E+00,6.00E+00,3.00E+00,7.00E+00,7.00E+00,1.00E+01,-1.00E+00
6.00E+00,1.10E+01,6.00E+00,6.00E+00,5.00E+00,7.00E+00,8.00E+00,3.00E+00,6.00E+00,8.00E+00,3.00E+00,8.00E+00,6.00E+00,6.00E+00,6.00E+00,7.00E+00,-1.00E+00
2.00E+00,2.00E+00,3.00E+00,3.00E+00,2.00E+00,7.00E+00,7.00E+00,5.00E+00,9.00E+00,6.00E+00,6.00E+00,8.00E+00,1.00E+00,8.00E+00,7.00E+00,8.00E+00,1.00E+00
4.00E+00,9.00E+00,5.00E+00,7.00E+00,4.00E+00,6.00E+00,8.00E+00,6.00E+00,8.00E+00,7.00E+00,6.00E+00,1.30E+01,1.00E+00,8.00E+00,4.00E+00,9.00E+00,-1.00E+00
8.00E+00,1.40E+01,8.00E+00,8.00E+00,5.00E+00,7.00E+00,7.00E+00,2.00E+00,9.00E+00,1.10E+01,7.00E+00,9.00E+00,4.00E+00,7.00E+00,7.00E+00,5.00E+00,1.00E+00
7.00E+00,1.10E+01,1.00E+01,8.00E+00,1.30E+01,1.10E+01,5.00E+00,3.00E+00,3.00E+00,9.00E+00,4.00E+00,8.00E+00,1.10E+01,8.00E+00,4.00E+00,8.00E+00,-1.00E+00
5.00E+00,7.00E+00,7.00E+00,5.00E+00,4.00E+00,5.00E+00,8.00E+00,4.00E+00,6.00E+00,1.00E+01,9.00E+00,9.00E+00,3.00E+00,8.00E+00,3.00E+00,7.00E+00,-1.00E+00
5.00E+00,1.00E+01,7.00E+00,8.00E+00,6.00E+00,6.00E+00,7.00E+00,7.00E+00,7.00E+00,8.00E+00,9.00E+00,8.00E+00,4.00E+00,9.00E+00,7.00E+00,7.00E+00,-1.00E+00
8.00E+00,1.40E+01,7.00E+00,8.00E+00,4.00E+00,5.00E+00,1.10E+01,2.00E+00,7.00E+00,1.20E+01,8.00E+00,6.00E+00,3.00E+00,8.00E+00,5.00E+00,3.00E+00,-1.00E+00
2.00E+00,4.00E+00,3.00E+00,3.00E+00,2.00E+00,6.00E+00,7.00E+00,5.00E+00,5.00E+00,9.00E+00,7.00E+00,1.00E+01,2.00E+00,9.00E+00,4.00E+00,9.00E+00,-1.00E+00
1.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,8.00E+00,7.00E+00,7.00E+00,4.00E+00,7.00E+00,6.00E+00,8.00E+00,2.00E+00,8.00E+00,3.00E+00,8.00E+00,-1.00E+00
3.00E+00,4.00E+00,6.00E+00,3.00E+00,3.00E+00,7.00E+00,7.00E+00,3.00E+00,6.00E+00,1.00E+01,6.00E+00,8.00E+00,3.00E+00,8.00E+00,3.00E+00,7.00E+00,-1.00E+00
3.00E+00,5.00E+00,4.00E+00,8.00E+00,7.00E+00,8.00E+00,7.00E+00,5.00E+00,1.00E+00,7.00E+00,6.00E+00,7.00E+00,6.00E+00,9.00E+00,5.00E+00,9.00E+00,-1.00E+00
7.00E+00,9.00E+00,9.00E+00,7.00E+00,7.00E+00,6.00E+00,7.00E+00,1.00E+00,7.00E+00,9.00E+00,6.00E+00,1.00E+01,4.00E+00,8.00E+00,4.00E+00,8.00E+00,-1.00E+00
6.00E+00,8.00E+00,6.00E+00,9.00E+00,6.00E+00,8.00E+00,7.00E+00,7.00E+00,4.00E+00,8.00E+00,7.00E+00,1.00E+01,3.00E+00,8.00E+00,6.00E+00,8.00E+00,-1.00E+00
4.00E+00,6.00E+00,5.00E+00,5.00E+00,5.00E+00,7.00E+00,9.00E+00,2.00E+00,6.00E+00,8.00E+00,6.00E+00,8.00E+00,3.00E+00,6.00E+00,6.00E+00,7.00E+00,-1.00E+00
4.00E+00,6.00E+00,6.00E+00,9.00E+00,4.00E+00,1.20E+01,3.00E+00,3.00E+00,6.00E+00,1.00E+01,2.00E+00,8.00E+00,1.00E+00,7.00E+00,5.00E+00,1.10E+01,1.00E+00
4.00E+00,8.00E+00,5.00E+00,6.00E+00,2.00E+00,3.00E+00,1.00E+00,7.00E+00,9.00E+00,0.00E+00,1.00E+00,3.00E+00,0.00E+00,7.00E+00,1.00E+00,5.00E+00,-1.00E+00
9.00E+00,1.30E+01,1.00E+01,7.00E+00,5.00E+00,7.00E+00,7.00E+00,2.00E+00,9.00E+00,1.10E+01,5.00E+00,8.00E+00,4.00E+00,7.00E+00,4.00E+00,7.00E+00,-1.00E+00
6.00E+00,1.10E+01,6.00E+00,6.00E+00,4.00E+00,1.10E+01,3.00E+00,4.00E+00,5.00E+00,1.20E+01,3.00E+00,9.00E+00,3.00E+00,9.00E+00,7.00E+00,1.20E+01,-1.00E+00
4.00E+00,5.00E+00,6.00E+00,3.00E+00,4.00E+00,6.00E+00,1.10E+01,2.00E+00,2.00E+00,7.00E+00,9.00E+00,8.00E+00,8.00E+00,1.10E+01,1.00E+00,8.00E+00,-1.00E+00
3.00E+00,6.00E+00,4.00E+00,4.00E+00,2.00E+00,6.00E+00,8.00E+00,2.00E+00,5.00E+00,1.40E+01,7.00E+00,9.00E+00,1.00E+00,6.00E+00,0.00E+00,7.00E+00,-1.00E+00
2.00E+00,3.00E+00,3.00E+00,1.00E+00,1.00E+00,8.00E+00,2.00E+00,2.00E+00,1.00E+00,7.00E+00,2.00E+00,8.00E+00,2.00E+00,7.00E+00,2.00E+00,7.00E+00,-1.00E+00
1.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,5.00E+00,1.10E+01,7.00E+00,1.00E+00,9.00E+00,6.00E+00,4.00E+00,1.00E+00,9.00E+00,3.00E+00,8.00E+00,-1.00E+00
2.00E+00,3.00E+00,4.00E+00,1.00E+00,2.00E+00,5.00E+00,6.00E+00,3.00E+00,4.00E+00,1.00E+01,1.00E+01,1.00E+01,4.00E+00,7.00E+00,1.00E+00,7.00E+00,-1.00E+00
4.00E+00,1.10E+01,6.00E+00,8.00E+00,2.00E+00,8.00E+00,1.50E+01,1.00E+00,6.00E+00,7.00E+00,1.10E+01,8.00E+00,0.00E+00,8.00E+00,0.00E+00,8.00E+00,-1.00E+00
3.00E+00,2.00E+00,4.00E+00,3.00E+00,2.00E+00,6.00E+00,1.00E+01,4.00E+00,5.00E+00,1.00E+01,9.00E+00,4.00E+00,2.00E+00,1.00E+01,3.00E+00,6.00E+00,-1.00E+00
9.00E+00,1.50E+01,8.00E+00,8.00E+00,5.00E+00,5.00E+00,7.00E+00,4.00E+00,3.00E+00,9.00E+00,9.00E+00,6.00E+00,4.00E+00,9.00E+00,4.00E+00,4.00E+00,-1.00E+00
2.00E+00,6.00E+00,2.00E+00,4.00E+00,1.00E+00,1.30E+01,2.00E+00,8.00E+00,4.00E+00,1.30E+01,4.00E+00,1.20E+01,0.00E+00,7.00E+00,0.00E+00,8.00E+00,-1.00E+00
4.00E+00,8.00E+00,6.00E+00,6.00E+00,4.00E+00,9.00E+00,7.00E+00,2.00E+00,5.00E+00,1.30E+01,4.00E+00,5.00E+00,1.00E+00,1.00E+01,3.00E+00,1.00E+01,-1.00E+00
5.00E+00,5.00E+00,5.00E+00,7.00E+00,3.00E+00,6.00E+00,7.00E+00,1.00E+01,1.00E+01,7.00E+00,7.00E+00,6.00E+00,3.00E+00,8.00E+00,4.00E+00,8.00E+00,-1.00E+00
5.00E+00,7.00E+00,7.00E+00,6.00E+00,8.00E+00,5.00E+00,7.00E+00,5.00E+00,4.00E+00,6.00E+00,5.00E+00,8.00E+00,1.10E+01,7.00E+00,5.00E+00,9.00E+00,-1.00E+00
3.00E+00,4.00E+00,5.00E+00,3.00E+00,2.00E+00,6.00E+00,1.00E+01,3.00E+00,6.00E+00,1.30E+01,7.00E+00,5.00E+00,1.00E+00,1.00E+01,2.00E+00,7.00E+00,-1.00E+00
3.00E+00,1.00E+00,5.00E+00,3.00E+00,3.00E+00,7.00E+00,1.10E+01,3.00E+00,2.00E+00,6.00E+00,9.00E+00,8.00E+00,7.00E+00,1.10E+01,0.00E+00,8.00E+00,-1.00E+00
3.00E+00,3.00E+00,4.00E+00,2.00E+00,2.00E+00,6.00E+00,8.00E+00,5.00E+00,7.00E+00,6.00E+00,9.00E+00,9.00E+00,3.00E+00,1.00E+01,1.00E+00,7.00E+00,-1.00E+00
4.00E+00,8.00E+00,6.00E+00,6.00E+00,2.00E+00,9.00E+00,6.00E+00,2.00E+00,8.00E+00,1.50E+01,4.00E+00,8.00E+00,0.00E+00,7.00E+00,0.00E+00,8.00E+00,-1.00E+00
5.00E+00,5.00E+00,7.00E+00,7.00E+00,8.00E+00,8.00E+00,7.00E+00,4.00E+00,2.00E+00,7.00E+00,8.00E+00,7.00E+00,7.00E+00,1.20E+01,5.00E+00,7.00E+00,-1.00E+00
5.00E+00,1.00E+01,6.00E+00,8.00E+00,3.00E+00,7.00E+00,7.00E+00,4.00E+00,1.50E+01,9.00E+00,6.00E+00,8.00E+00,0.00E+00,8.00E+00,8.00E+00,8.00E+00,1.00E+00
5.00E+00,9.00E+00,6.00E+00,7.00E+00,7.00E+00,5.00E+00,6.00E+00,3.00E+00,4.00E+00,7.00E+00,6.00E+00,1.10E+01,6.00E+00,9.00E+00,3.00E+00,8.00E+00,-1.00E+00
3.00E+00,2.00E+00,4.00E+00,3.00E+00,3.00E+00,7.00E+00,7.00E+00,5.00E+00,8.00E+00,7.00E+00,5.00E+00,8.00E+00,2.00E+00,8.00E+00,6.00E+00,9.00E+00,-1.00E+00
4.00E+00,7.00E+00,5.00E+00,5.00E+00,4.00E+00,6.00E+00,6.00E+00,1.00E+00,6.00E+00,1.00E+01,7.00E+00,1.00E+01,3.00E+00,8.00E+00,3.00E+00,8.00E+00,-1.00E+00
5.00E+00,1.10E+01,7.00E+00,8.00E+00,5.00E+00,4.00E+00,9.00E+00,6.00E+00,7.00E+00,9.00E+00,1.10E+01,1.00E+01,3.00E+00,9.00E+00,1.00E+00,8.00E+00,-1.00E+00
7.00E+00,1.10E+01,7.00E+00,6.00E+00,5.00E+00,9.00E+00,7.00E+00,3.00E+00,5.00E+00,1.00E+01,5.00E+00,7.00E+00,6.00E+00,7.00E+00,7.00E+00,8.00E+00,-1.00E+00
3.00E+00,4.00E+00,4.00E+00,6.00E+00,1.00E+00,7.00E+00,7.00E+00,4.00E+00,4.00E+00,7.00E+00,6.00E+00,8.00E+00,3.00E+00,8.00E+00,4.00E+00,8.00E+00,-1.00E+00
4.00E+00,1.10E+01,4.00E+00,9.00E+00,4.00E+00,6.00E+00,8.00E+00,6.00E+00,1.00E+01,7.00E+00,7.00E+00,9.00E+00,2.00E+00,9.00E+00,8.00E+00,8.00E+00,1.00E+00
2.00E+00,3.00E+00,3.00E+00,2.00E+00,1.00E+00,7.00E+00,7.00E+00,7.00E+00,4.00E+00,7.00E+00,6.00E+00,8.00E+00,2.00E+00,8.00E+00,2.00E+00,8.00E+00,-1.00E+00
5.00E+00,5.00E+00,6.00E+00,7.00E+00,2.00E+00,7.00E+00,7.00E+00,5.00E+00,4.00E+00,7.00E+00,6.00E+00,8.00E+00,3.00E+00,8.00E+00,4.00E+00,8.00E+00,-1.00E+00
5.00E+00,1.00E+01,6.00E+00,8.00E+00,7.00E+00,8.00E+00,5.00E+00,7.00E+00,3.00E+00,8.00E+00,6.00E+00,8.00E+00,6.00E+00,5.00E+00,6.00E+00,1.00E+01,-1.00E+00
